city,category,ipc,year,month
Sincelejo,Total,0.25,2023,10
Ibagué,Total,0.04,2023,10
Cali,Total,0.47,2023,10
Otras Areas Urbanas,Total,0.35,2023,10
Medellín,Alimentos Y Bebidas No Alcohólicas,0.12,2023,11
Barranquilla,Alimentos Y Bebidas No Alcohólicas,-0.4,2023,11
"Bogotá, D.C.",Alimentos Y Bebidas No Alcohólicas,-0.33,2023,11
Cartagena De Indias,Alimentos Y Bebidas No Alcohólicas,-0.13,2023,11
Tunja,Alimentos Y Bebidas No Alcohólicas,-1.21,2023,11
Manizales,Alimentos Y Bebidas No Alcohólicas,-0.22,2023,11
Florencia,Alimentos Y Bebidas No Alcohólicas,-0.71,2023,11
Popayán,Alimentos Y Bebidas No Alcohólicas,-1.68,2023,11
Valledupar,Alimentos Y Bebidas No Alcohólicas,-0.36,2023,11
Montería,Alimentos Y Bebidas No Alcohólicas,-0.04,2023,11
Neiva,Alimentos Y Bebidas No Alcohólicas,-1.13,2023,11
Riohacha,Alimentos Y Bebidas No Alcohólicas,0.02,2023,11
Santa Marta,Alimentos Y Bebidas No Alcohólicas,0.04,2023,11
Villavicencio,Alimentos Y Bebidas No Alcohólicas,-1.31,2023,11
Pasto,Alimentos Y Bebidas No Alcohólicas,-0.6,2023,11
Cúcuta,Alimentos Y Bebidas No Alcohólicas,-0.97,2023,11
Armenia,Alimentos Y Bebidas No Alcohólicas,0.12,2023,11
Pereira,Alimentos Y Bebidas No Alcohólicas,-0.49,2023,11
Bucaramanga,Alimentos Y Bebidas No Alcohólicas,-0.58,2023,11
Sincelejo,Alimentos Y Bebidas No Alcohólicas,-0.43,2023,11
Ibagué,Alimentos Y Bebidas No Alcohólicas,-1.92,2023,11
Cali,Alimentos Y Bebidas No Alcohólicas,-1.49,2023,11
Otras Areas Urbanas,Alimentos Y Bebidas No Alcohólicas,0.31,2023,11
Medellín,Bebidas Alcohólicas Y Tabaco,1.07,2023,11
Barranquilla,Bebidas Alcohólicas Y Tabaco,0.56,2023,11
"Bogotá, D.C.",Bebidas Alcohólicas Y Tabaco,0.51,2023,11
Cartagena De Indias,Bebidas Alcohólicas Y Tabaco,-0.19,2023,11
Tunja,Bebidas Alcohólicas Y Tabaco,0.63,2023,11
Manizales,Bebidas Alcohólicas Y Tabaco,0.93,2023,11
Florencia,Bebidas Alcohólicas Y Tabaco,0.23,2023,11
Popayán,Bebidas Alcohólicas Y Tabaco,0.36,2023,11
Valledupar,Bebidas Alcohólicas Y Tabaco,0.6,2023,11
Montería,Bebidas Alcohólicas Y Tabaco,0.76,2023,11
Neiva,Bebidas Alcohólicas Y Tabaco,0.24,2023,11
Riohacha,Bebidas Alcohólicas Y Tabaco,0.21,2023,11
Santa Marta,Bebidas Alcohólicas Y Tabaco,0.65,2023,11
Villavicencio,Bebidas Alcohólicas Y Tabaco,0.99,2023,11
Pasto,Bebidas Alcohólicas Y Tabaco,0.07,2023,11
Cúcuta,Bebidas Alcohólicas Y Tabaco,0.85,2023,11
Armenia,Bebidas Alcohólicas Y Tabaco,0.78,2023,11
Pereira,Bebidas Alcohólicas Y Tabaco,1.16,2023,11
Bucaramanga,Bebidas Alcohólicas Y Tabaco,0.57,2023,11
Sincelejo,Bebidas Alcohólicas Y Tabaco,0.46,2023,11
Ibagué,Bebidas Alcohólicas Y Tabaco,0.25,2023,11
Cali,Bebidas Alcohólicas Y Tabaco,0.53,2023,11
Otras Areas Urbanas,Bebidas Alcohólicas Y Tabaco,0.5,2023,11
Medellín,Prendas De Vestir Y Calzado,0.05,2023,11
Barranquilla,Prendas De Vestir Y Calzado,0.0,2023,11
"Bogotá, D.C.",Prendas De Vestir Y Calzado,0.29,2023,11
Cartagena De Indias,Prendas De Vestir Y Calzado,0.23,2023,11
Tunja,Prendas De Vestir Y Calzado,0.33,2023,11
Manizales,Prendas De Vestir Y Calzado,0.71,2023,11
Florencia,Prendas De Vestir Y Calzado,0.27,2023,11
Popayán,Prendas De Vestir Y Calzado,0.75,2023,11
Valledupar,Prendas De Vestir Y Calzado,-0.6,2023,11
Montería,Prendas De Vestir Y Calzado,0.46,2023,11
Neiva,Prendas De Vestir Y Calzado,0.42,2023,11
Riohacha,Prendas De Vestir Y Calzado,0.21,2023,11
Santa Marta,Prendas De Vestir Y Calzado,-0.23,2023,11
Villavicencio,Prendas De Vestir Y Calzado,0.8,2023,11
Pasto,Prendas De Vestir Y Calzado,0.13,2023,11
Cúcuta,Prendas De Vestir Y Calzado,0.25,2023,11
Armenia,Prendas De Vestir Y Calzado,0.23,2023,11
Pereira,Prendas De Vestir Y Calzado,-0.28,2023,11
Bucaramanga,Prendas De Vestir Y Calzado,0.14,2023,11
Sincelejo,Prendas De Vestir Y Calzado,0.77,2023,11
Ibagué,Prendas De Vestir Y Calzado,-0.44,2023,11
Cali,Prendas De Vestir Y Calzado,0.46,2023,11
Otras Areas Urbanas,Prendas De Vestir Y Calzado,0.19,2023,11
Medellín,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",0.92,2023,11
Barranquilla,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",3.2,2023,11
"Bogotá, D.C.","Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",0.56,2023,11
Cartagena De Indias,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",1.46,2023,11
Tunja,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",0.59,2023,11
Manizales,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",2.01,2023,11
Florencia,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",0.88,2023,11
Popayán,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",0.49,2023,11
Valledupar,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",2.01,2023,11
Montería,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",1.76,2023,11
Neiva,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",0.28,2023,11
Riohacha,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",4.49,2023,11
Santa Marta,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",5.02,2023,11
Villavicencio,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",0.43,2023,11
Pasto,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",0.52,2023,11
Cúcuta,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",2.03,2023,11
Armenia,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",1.02,2023,11
Pereira,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",1.86,2023,11
Bucaramanga,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",1.52,2023,11
Sincelejo,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",1.47,2023,11
Ibagué,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",0.73,2023,11
Cali,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",0.39,2023,11
Otras Areas Urbanas,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",0.46,2023,11
Medellín,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.11,2023,11
Barranquilla,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.19,2023,11
"Bogotá, D.C.","Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",-0.02,2023,11
Cartagena De Indias,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.57,2023,11
Tunja,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.36,2023,11
Manizales,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.15,2023,11
Florencia,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.16,2023,11
Popayán,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",-0.04,2023,11
Valledupar,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.15,2023,11
Montería,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.31,2023,11
Neiva,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",-0.17,2023,11
Riohacha,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.08,2023,11
Santa Marta,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.2,2023,11
Villavicencio,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.37,2023,11
Pasto,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.02,2023,11
Cúcuta,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",-0.2,2023,11
Armenia,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",-0.2,2023,11
Pereira,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.17,2023,11
Bucaramanga,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.32,2023,11
Sincelejo,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.4,2023,11
Ibagué,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",-0.21,2023,11
Cali,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.62,2023,11
Otras Areas Urbanas,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.28,2023,11
Medellín,Salud,0.62,2023,11
Barranquilla,Salud,1.01,2023,11
"Bogotá, D.C.",Salud,0.61,2023,11
Cartagena De Indias,Salud,0.25,2023,11
Tunja,Salud,0.13,2023,11
Manizales,Salud,0.37,2023,11
Florencia,Salud,0.76,2023,11
Popayán,Salud,0.78,2023,11
Valledupar,Salud,0.38,2023,11
Montería,Salud,-0.05,2023,11
Neiva,Salud,0.51,2023,11
Riohacha,Salud,0.74,2023,11
Santa Marta,Salud,0.92,2023,11
Villavicencio,Salud,0.71,2023,11
Pasto,Salud,0.44,2023,11
Cúcuta,Salud,0.68,2023,11
Armenia,Salud,0.14,2023,11
Pereira,Salud,0.42,2023,11
Bucaramanga,Salud,0.15,2023,11
Sincelejo,Salud,0.44,2023,11
Ibagué,Salud,0.34,2023,11
Cali,Salud,0.8,2023,11
Otras Areas Urbanas,Salud,0.37,2023,11
Medellín,Transporte,0.56,2023,11
Barranquilla,Transporte,1.27,2023,11
"Bogotá, D.C.",Transporte,0.46,2023,11
Cartagena De Indias,Transporte,1.4,2023,11
Tunja,Transporte,0.49,2023,11
Manizales,Transporte,0.53,2023,11
Florencia,Transporte,1.67,2023,11
Popayán,Transporte,2.23,2023,11
Valledupar,Transporte,1.9,2023,11
Montería,Transporte,1.85,2023,11
Neiva,Transporte,0.96,2023,11
Riohacha,Transporte,1.13,2023,11
Santa Marta,Transporte,1.49,2023,11
Villavicencio,Transporte,0.7,2023,11
Pasto,Transporte,0.83,2023,11
Cúcuta,Transporte,0.95,2023,11
Armenia,Transporte,1.7,2023,11
Pereira,Transporte,0.11,2023,11
Bucaramanga,Transporte,1.15,2023,11
Sincelejo,Transporte,0.83,2023,11
Ibagué,Transporte,0.71,2023,11
Cali,Transporte,0.99,2023,11
Otras Areas Urbanas,Transporte,1.01,2023,11
Medellín,Información Y Comunicación,0.19,2023,11
Barranquilla,Información Y Comunicación,0.04,2023,11
"Bogotá, D.C.",Información Y Comunicación,-0.06,2023,11
Cartagena De Indias,Información Y Comunicación,0.0,2023,11
Tunja,Información Y Comunicación,-0.33,2023,11
Manizales,Información Y Comunicación,-0.01,2023,11
Florencia,Información Y Comunicación,-0.03,2023,11
Popayán,Información Y Comunicación,-0.11,2023,11
Valledupar,Información Y Comunicación,-0.17,2023,11
Montería,Información Y Comunicación,-0.02,2023,11
Neiva,Información Y Comunicación,-0.15,2023,11
Riohacha,Información Y Comunicación,-0.09,2023,11
Santa Marta,Información Y Comunicación,-0.06,2023,11
Villavicencio,Información Y Comunicación,-0.24,2023,11
Pasto,Información Y Comunicación,-0.06,2023,11
Cúcuta,Información Y Comunicación,0.21,2023,11
Armenia,Información Y Comunicación,-0.02,2023,11
Pereira,Información Y Comunicación,0.0,2023,11
Bucaramanga,Información Y Comunicación,-0.14,2023,11
Sincelejo,Información Y Comunicación,-0.08,2023,11
Ibagué,Información Y Comunicación,-0.19,2023,11
Cali,Información Y Comunicación,-0.06,2023,11
Otras Areas Urbanas,Información Y Comunicación,-0.05,2023,11
Medellín,Recreación Y Cultura,0.83,2023,11
Barranquilla,Recreación Y Cultura,-0.22,2023,11
"Bogotá, D.C.",Recreación Y Cultura,-0.06,2023,11
Cartagena De Indias,Recreación Y Cultura,-0.44,2023,11
Tunja,Recreación Y Cultura,-0.27,2023,11
Manizales,Recreación Y Cultura,0.48,2023,11
Florencia,Recreación Y Cultura,-0.14,2023,11
Popayán,Recreación Y Cultura,0.09,2023,11
Valledupar,Recreación Y Cultura,-0.2,2023,11
Montería,Recreación Y Cultura,0.17,2023,11
Neiva,Recreación Y Cultura,-0.51,2023,11
Riohacha,Recreación Y Cultura,0.13,2023,11
Santa Marta,Recreación Y Cultura,0.14,2023,11
Villavicencio,Recreación Y Cultura,-0.02,2023,11
Pasto,Recreación Y Cultura,0.53,2023,11
Cúcuta,Recreación Y Cultura,-0.12,2023,11
Armenia,Recreación Y Cultura,0.18,2023,11
Pereira,Recreación Y Cultura,0.4,2023,11
Bucaramanga,Recreación Y Cultura,-0.18,2023,11
Sincelejo,Recreación Y Cultura,0.16,2023,11
Ibagué,Recreación Y Cultura,-0.64,2023,11
Cali,Recreación Y Cultura,0.8,2023,11
Otras Areas Urbanas,Recreación Y Cultura,-0.02,2023,11
Medellín,Educación,0.0,2023,11
Barranquilla,Educación,0.0,2023,11
"Bogotá, D.C.",Educación,0.0,2023,11
Cartagena De Indias,Educación,0.0,2023,11
Tunja,Educación,0.0,2023,11
Manizales,Educación,0.0,2023,11
Florencia,Educación,0.0,2023,11
Popayán,Educación,0.0,2023,11
Valledupar,Educación,0.0,2023,11
Montería,Educación,0.0,2023,11
Neiva,Educación,0.0,2023,11
Riohacha,Educación,0.0,2023,11
Santa Marta,Educación,0.0,2023,11
Villavicencio,Educación,0.0,2023,11
Pasto,Educación,0.0,2023,11
Cúcuta,Educación,0.0,2023,11
Armenia,Educación,0.0,2023,11
Pereira,Educación,0.0,2023,11
Bucaramanga,Educación,0.0,2023,11
Sincelejo,Educación,0.0,2023,11
Ibagué,Educación,0.32,2023,11
Cali,Educación,0.0,2023,11
Otras Areas Urbanas,Educación,0.0,2023,11
Medellín,Restaurantes Y Hoteles,0.97,2023,11
Barranquilla,Restaurantes Y Hoteles,1.38,2023,11
"Bogotá, D.C.",Restaurantes Y Hoteles,0.6,2023,11
Cartagena De Indias,Restaurantes Y Hoteles,0.75,2023,11
Tunja,Restaurantes Y Hoteles,0.48,2023,11
Manizales,Restaurantes Y Hoteles,1.21,2023,11
Florencia,Restaurantes Y Hoteles,0.6,2023,11
Popayán,Restaurantes Y Hoteles,1.03,2023,11
Valledupar,Restaurantes Y Hoteles,1.37,2023,11
Montería,Restaurantes Y Hoteles,0.15,2023,11
Neiva,Restaurantes Y Hoteles,2.18,2023,11
Riohacha,Restaurantes Y Hoteles,0.24,2023,11
Santa Marta,Restaurantes Y Hoteles,1.16,2023,11
Villavicencio,Restaurantes Y Hoteles,1.06,2023,11
Pasto,Restaurantes Y Hoteles,3.33,2023,11
Cúcuta,Restaurantes Y Hoteles,0.84,2023,11
Armenia,Restaurantes Y Hoteles,1.05,2023,11
Pereira,Restaurantes Y Hoteles,0.54,2023,11
Bucaramanga,Restaurantes Y Hoteles,0.92,2023,11
Sincelejo,Restaurantes Y Hoteles,0.96,2023,11
Ibagué,Restaurantes Y Hoteles,1.07,2023,11
Cali,Restaurantes Y Hoteles,0.79,2023,11
Otras Areas Urbanas,Restaurantes Y Hoteles,0.8,2023,11
Medellín,Bienes Y Servicios Diversos,0.06,2023,11
Barranquilla,Bienes Y Servicios Diversos,0.24,2023,11
"Bogotá, D.C.",Bienes Y Servicios Diversos,0.34,2023,11
Cartagena De Indias,Bienes Y Servicios Diversos,0.32,2023,11
Tunja,Bienes Y Servicios Diversos,0.21,2023,11
Manizales,Bienes Y Servicios Diversos,0.15,2023,11
Florencia,Bienes Y Servicios Diversos,0.44,2023,11
Popayán,Bienes Y Servicios Diversos,0.65,2023,11
Valledupar,Bienes Y Servicios Diversos,0.27,2023,11
Montería,Bienes Y Servicios Diversos,0.12,2023,11
Neiva,Bienes Y Servicios Diversos,0.16,2023,11
Riohacha,Bienes Y Servicios Diversos,0.59,2023,11
Santa Marta,Bienes Y Servicios Diversos,0.21,2023,11
Villavicencio,Bienes Y Servicios Diversos,0.23,2023,11
Pasto,Bienes Y Servicios Diversos,0.6,2023,11
Cúcuta,Bienes Y Servicios Diversos,0.71,2023,11
Armenia,Bienes Y Servicios Diversos,0.57,2023,11
Pereira,Bienes Y Servicios Diversos,0.07,2023,11
Bucaramanga,Bienes Y Servicios Diversos,0.36,2023,11
Sincelejo,Bienes Y Servicios Diversos,0.55,2023,11
Ibagué,Bienes Y Servicios Diversos,0.11,2023,11
Cali,Bienes Y Servicios Diversos,0.11,2023,11
Otras Areas Urbanas,Bienes Y Servicios Diversos,0.45,2023,11
Medellín,Total,0.57,2023,11
Barranquilla,Total,1.38,2023,11
"Bogotá, D.C.",Total,0.29,2023,11
Cartagena De Indias,Total,0.71,2023,11
Tunja,Total,0.07,2023,11
Manizales,Total,0.77,2023,11
Florencia,Total,0.41,2023,11
Popayán,Total,0.11,2023,11
Valledupar,Total,0.96,2023,11
Montería,Total,0.84,2023,11
Neiva,Total,0.23,2023,11
Riohacha,Total,1.47,2023,11
Santa Marta,Total,2.16,2023,11
Villavicencio,Total,0.13,2023,11
Pasto,Total,0.54,2023,11
Cúcuta,Total,0.62,2023,11
Armenia,Total,0.67,2023,11
Pereira,Total,0.57,2023,11
Bucaramanga,Total,0.62,2023,11
Sincelejo,Total,0.64,2023,11
Ibagué,Total,-0.07,2023,11
Cali,Total,0.14,2023,11
Otras Areas Urbanas,Total,0.46,2023,11
Medellín,Alimentos Y Bebidas No Alcohólicas,-0.14,2023,12
Barranquilla,Alimentos Y Bebidas No Alcohólicas,-0.25,2023,12
"Bogotá, D.C.",Alimentos Y Bebidas No Alcohólicas,-0.61,2023,12
Cartagena De Indias,Alimentos Y Bebidas No Alcohólicas,-0.6,2023,12
Tunja,Alimentos Y Bebidas No Alcohólicas,0.12,2023,12
Manizales,Alimentos Y Bebidas No Alcohólicas,-0.15,2023,12
Florencia,Alimentos Y Bebidas No Alcohólicas,-0.58,2023,12
Popayán,Alimentos Y Bebidas No Alcohólicas,-1.75,2023,12
Valledupar,Alimentos Y Bebidas No Alcohólicas,0.26,2023,12
Montería,Alimentos Y Bebidas No Alcohólicas,-0.29,2023,12
Neiva,Alimentos Y Bebidas No Alcohólicas,0.2,2023,12
Riohacha,Alimentos Y Bebidas No Alcohólicas,0.58,2023,12
Santa Marta,Alimentos Y Bebidas No Alcohólicas,-0.19,2023,12
Villavicencio,Alimentos Y Bebidas No Alcohólicas,-0.3,2023,12
Pasto,Alimentos Y Bebidas No Alcohólicas,-0.55,2023,12
Cúcuta,Alimentos Y Bebidas No Alcohólicas,0.03,2023,12
Armenia,Alimentos Y Bebidas No Alcohólicas,-0.74,2023,12
Pereira,Alimentos Y Bebidas No Alcohólicas,0.17,2023,12
Bucaramanga,Alimentos Y Bebidas No Alcohólicas,-0.02,2023,12
Sincelejo,Alimentos Y Bebidas No Alcohólicas,-0.43,2023,12
Ibagué,Alimentos Y Bebidas No Alcohólicas,0.33,2023,12
Cali,Alimentos Y Bebidas No Alcohólicas,-1.26,2023,12
Otras Areas Urbanas,Alimentos Y Bebidas No Alcohólicas,0.09,2023,12
Medellín,Bebidas Alcohólicas Y Tabaco,0.98,2023,12
Barranquilla,Bebidas Alcohólicas Y Tabaco,1.44,2023,12
"Bogotá, D.C.",Bebidas Alcohólicas Y Tabaco,0.19,2023,12
Cartagena De Indias,Bebidas Alcohólicas Y Tabaco,0.15,2023,12
Tunja,Bebidas Alcohólicas Y Tabaco,1.43,2023,12
Manizales,Bebidas Alcohólicas Y Tabaco,1.03,2023,12
Florencia,Bebidas Alcohólicas Y Tabaco,0.61,2023,12
Popayán,Bebidas Alcohólicas Y Tabaco,0.74,2023,12
Valledupar,Bebidas Alcohólicas Y Tabaco,1.01,2023,12
Montería,Bebidas Alcohólicas Y Tabaco,1.06,2023,12
Neiva,Bebidas Alcohólicas Y Tabaco,1.39,2023,12
Riohacha,Bebidas Alcohólicas Y Tabaco,0.44,2023,12
Santa Marta,Bebidas Alcohólicas Y Tabaco,0.52,2023,12
Villavicencio,Bebidas Alcohólicas Y Tabaco,1.07,2023,12
Pasto,Bebidas Alcohólicas Y Tabaco,0.3,2023,12
Cúcuta,Bebidas Alcohólicas Y Tabaco,0.55,2023,12
Armenia,Bebidas Alcohólicas Y Tabaco,0.63,2023,12
Pereira,Bebidas Alcohólicas Y Tabaco,0.99,2023,12
Bucaramanga,Bebidas Alcohólicas Y Tabaco,0.89,2023,12
Sincelejo,Bebidas Alcohólicas Y Tabaco,0.94,2023,12
Ibagué,Bebidas Alcohólicas Y Tabaco,0.88,2023,12
Cali,Bebidas Alcohólicas Y Tabaco,1.09,2023,12
Otras Areas Urbanas,Bebidas Alcohólicas Y Tabaco,0.94,2023,12
Medellín,Prendas De Vestir Y Calzado,0.29,2023,12
Barranquilla,Prendas De Vestir Y Calzado,-0.02,2023,12
"Bogotá, D.C.",Prendas De Vestir Y Calzado,0.12,2023,12
Cartagena De Indias,Prendas De Vestir Y Calzado,0.29,2023,12
Tunja,Prendas De Vestir Y Calzado,0.22,2023,12
Manizales,Prendas De Vestir Y Calzado,0.58,2023,12
Florencia,Prendas De Vestir Y Calzado,0.84,2023,12
Popayán,Prendas De Vestir Y Calzado,0.66,2023,12
Valledupar,Prendas De Vestir Y Calzado,0.76,2023,12
Montería,Prendas De Vestir Y Calzado,0.23,2023,12
Neiva,Prendas De Vestir Y Calzado,0.25,2023,12
Riohacha,Prendas De Vestir Y Calzado,0.08,2023,12
Santa Marta,Prendas De Vestir Y Calzado,0.1,2023,12
Villavicencio,Prendas De Vestir Y Calzado,0.3,2023,12
Pasto,Prendas De Vestir Y Calzado,0.32,2023,12
Cúcuta,Prendas De Vestir Y Calzado,0.87,2023,12
Armenia,Prendas De Vestir Y Calzado,0.16,2023,12
Pereira,Prendas De Vestir Y Calzado,0.23,2023,12
Bucaramanga,Prendas De Vestir Y Calzado,0.03,2023,12
Sincelejo,Prendas De Vestir Y Calzado,0.79,2023,12
Ibagué,Prendas De Vestir Y Calzado,-0.14,2023,12
Cali,Prendas De Vestir Y Calzado,-0.14,2023,12
Otras Areas Urbanas,Prendas De Vestir Y Calzado,0.61,2023,12
Medellín,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",0.71,2023,12
Barranquilla,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",0.31,2023,12
"Bogotá, D.C.","Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",1.02,2023,12
Cartagena De Indias,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",1.71,2023,12
Tunja,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",0.2,2023,12
Manizales,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",0.25,2023,12
Florencia,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",0.19,2023,12
Popayán,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",0.1,2023,12
Valledupar,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",2.49,2023,12
Montería,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",1.65,2023,12
Neiva,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",0.01,2023,12
Riohacha,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",0.16,2023,12
Santa Marta,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",0.27,2023,12
Villavicencio,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",1.31,2023,12
Pasto,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",0.67,2023,12
Cúcuta,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",0.53,2023,12
Armenia,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",0.44,2023,12
Pereira,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",-0.24,2023,12
Bucaramanga,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",1.07,2023,12
Sincelejo,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",1.28,2023,12
Ibagué,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",0.49,2023,12
Cali,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",0.94,2023,12
Otras Areas Urbanas,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",1.07,2023,12
Medellín,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.42,2023,12
Barranquilla,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",1.32,2023,12
"Bogotá, D.C.","Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.03,2023,12
Cartagena De Indias,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",-0.04,2023,12
Tunja,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.13,2023,12
Manizales,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.02,2023,12
Florencia,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.23,2023,12
Popayán,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",-0.02,2023,12
Valledupar,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",-0.1,2023,12
Montería,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.17,2023,12
Neiva,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.02,2023,12
Riohacha,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.51,2023,12
Santa Marta,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.12,2023,12
Villavicencio,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",-0.06,2023,12
Pasto,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.11,2023,12
Cúcuta,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.23,2023,12
Armenia,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.16,2023,12
Pereira,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",-0.08,2023,12
Bucaramanga,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.04,2023,12
Sincelejo,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.18,2023,12
Ibagué,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.27,2023,12
Cali,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.12,2023,12
Otras Areas Urbanas,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.31,2023,12
Medellín,Salud,0.37,2023,12
